
correct,To escape from their enemy
incorrect,To choose the king
question-tags

question-text,What is the relationship between the pink baby and the King?
incorrect,The baby is the King’s son
incorrect,The baby is the King’s niece
correct,The baby is the King’s daughter
incorrect,The baby is the King’s food
question-tags

question-text,Why did the King keep taking his clothes off?
incorrect,To make himself feel much cooler
correct,To cover the barriers for his villagers
incorrect,To get new clothes
incorrect,To show his muscles
question-tags

question-text,"When the troll’s enemy said “He’ll be happy”, what did he mean?"
correct,To get the trolls and make the Prince happy
incorrect,To build the new kingdom and make the Prince happy
incorrect,The Prince should be happy since he’s the prince
incorrect,The Prince was happy then
question-tags

question-text,"When the King said “no troll left behind”, what did he mean?"
incorrect,He wanted to sacrifice the baby for his villagers
correct,He wanted to save all the villagers from their enemy
incorrect,He wanted to become the fastest one in the kingdom
incorrect,He wanted to sacrifice himself for his villagers
question-tags

question-text,How did the villagers feel when they found their King was alive?
correct,Happy
incorrect,Sad
incorrect,Confused
incorrect,Nervous
question-tags

end of quiz

clip-title,How to Train Your Dragon
description
thumbnail
img
src,https://www.youtube.com/embed/CehPixdKUuE?start=0&end=69
clip-tags

question-text,What were they planning to do at the beginning of the scene?
incorrect,To celebrate the Christmas
correct,To make a traditional dragon feast
incorrect,To kill the dragon
incorrect,To build a snowman
question-tags

question-text,Why did the girl build the defense system?
incorrect,To let her father be proud of herself
correct,To defend from dragons
incorrect,To play with her brother
incorrect,To hurt her father
question-tags

question-text,What is the girl’s attitude towards the dragons?
incorrect,She doesn’t believe that dragons exist in real life
incorrect,She wants to celebrate the dragon feast with her parents
correct,She thinks they are monsters and they will kill her
incorrect,She loves the dragons and want to play with them
question-tags

question-text,What are the parents’ attitude towards the dragons?
correct,Dragons are wonderful and they are friends
incorrect,Dragons are huge and they can fly
incorrect,Dragons are monsters and they will kill human
incorrect,Dragons only exist in stories
question-tags

question-text,How did the parents feel when the girl asked bunch of questions about dragons?
incorrect,calm
incorrect,Sleepy
correct,Awkward
incorrect,Happy
question-tags

question-text,What is the boy going to do?
incorrect,To eat his dessert
incorrect,To make friends with the dragons
correct,To help his sister kill the dragons
incorrect,To become the dragons’ dessert
question-tags

end of quiz

clip-title,Zootopia
description
thumbnail
img
src,https://www.youtube.com/embed/ujncmH8YnNc?start=0&end=122
clip-tags

question-text,Which animal in the scene made the popsicle?
incorrect,The hippopotamus
incorrect,The rabbit
correct,The elephant
incorrect,The fox
question-tags

question-text,"When the fox wanted to buy the popsicle, what was the elephant’s attitude?"
correct,The elephant didn’t want to sell the popsicle to the fox
incorrect,The elephant could not sell the popsicle to the fox because it was running out of stock
incorrect,The elephant would like to sell the popsicle with a higher price
incorrect,The elephant was pretty happy to sell the popsicle to the fox
question-tags

question-text,Why does the fox want to buy the popsicle in this store?
incorrect,Because they can only buy the red popsicle in this store
correct,Because his son loves elephant and even want to be one when he grows up
incorrect,Because his son is a elephant
incorrect,Because they have plenty of money and want to buy the biggest popsicle
question-tags

question-text,Why did the two elephant customs popped the ice cream out?
incorrect,Because they were happy and wanted to use this way to celebrate
correct,Because they were worried about whether the ice cream is clean
incorrect,Because they were sick and could not eat them all
incorrect,Because they hated the shop manager and wanted to revenge
question-tags

question-text,Why did the rabbit mentioned the elephant didn’t wear gloves?
correct,Because she wanted to threaten the elephant to sell the popsicle to the fox
incorrect,Because she wanted to warn the customs that the food was not clean
incorrect,Because she hated the elephant and wanted to shut the store down
incorrect,"Because she was an officer, and this was her job"
question-tags

question-text,What is the final consequence after the rabbit was involved?
incorrect,"The elephant was very disappointing, and decided to close the store"
incorrect,"The elephant was very angry, and didn’t want to sell the popsicle to the fox "
correct,"The elephant gave in, and sold the popsicle to the fox"
incorrect,"The elephant was very happy, and gave the popsicle for free"
question-tags

end of quiz

clip-title,Monsters vs. Aliens (2009)
description
thumbnail
img
src,https://www.youtube.com/embed/XcgNkFuPBV8?start=0&end=73
clip-tags

question-text,Why were the people gathering here at the beginning of the scene?
incorrect,To celebrate the Christmas
correct,For the wedding
incorrect,To pray in the church
incorrect,For the funeral
question-tags

question-text,"When the boy said to the girl “You are glowing”, what did the boy mean?"
correct,"The girl looked very strange, and her body was glowing "
incorrect,"The girl looked plain, and he was trying to amuse her"
incorrect,"The girl looked very ugly, and he didn’t want to marry her"
incorrect,"The girl was very beautiful, and she was shining"
question-tags

question-text,"When the boy said to the girl “You are glowing”, what was the girl’s attitude?"
incorrect,"The girl was very nervous, and wanted to stop the wedding "
correct,The girl was very happy because the boy thought she was beautiful
incorrect,"The girl was very tried, and wanted to go back home"
incorrect,The girl was quite calm
question-tags

question-text,How did the girl feel when she started to transform?
incorrect,She was very calm because she knew it was going to happen
incorrect,She was very happy because she got her revenge finally
correct,"She didn’t know what was going on, and she could not control herself"
incorrect,She was very disappointed that she wanted to become bigger in size
question-tags

question-text,How did the other people feel when the girl started to transform?
incorrect,They were excited and took photos with the girl
incorrect,They were calm because they saw it before
correct,They were panicked and wanted to run away
incorrect,They were disappointed and wanted to leave the church
question-tags

question-text,How did the girl feel when she saw other people were running?
incorrect,Excited
incorrect,Bored
correct,Nervous
incorrect,calm
question-tags

end of quiz

clip-title,Smurfs: The Lost Village (2017)
description
thumbnail
img
src,https://www.youtube.com/embed/9IYFHAnqOKM?start=0&end=102
clip-tags

question-text,Why were the Smurfs running at the beginning of the scene?
incorrect,To choose the fastest Smurf
incorrect,To celebrate a festival
incorrect,To have their daily exercise
correct,To escape from the caterpillar that trying to catch them
question-tags

question-text,How did the Smurfs feel when they were trapped?
correct,Scared
incorrect,calm
incorrect,Bored
incorrect,Excited
question-tags

question-text,What did the caterpillar turn out to be?
incorrect,A dragon
incorrect,Male Smurfs
incorrect,A snake
correct,Female Smurfs
question-tags

question-text,Why did the “caterpillar” want to get the female Smurf?
incorrect,To get the secret from her
incorrect,To sacrifice her for their god
correct,To have the chance to recognize with each other
incorrect,To eat her
question-tags

question-text,How did the male Smurfs feel when the “caterpillar” took off its mask?
incorrect,Sad
incorrect,Excited
correct,Curious
incorrect,Disappointing
question-tags

question-text,How did the female Smurfs feel when the girl they trapped recognized them?
incorrect,Nervous
incorrect,Sad
correct,Happy
incorrect,calm
question-tags

end of quiz

clip-title,Frozen (2013)
description
thumbnail
img
src,https://www.youtube.com/embed/tihmQmPqSdM?start=2&end=48
clip-tags

question-text,Why are people gathering here?
correct,To attend the party hold by Elsa
incorrect,To attend Anna’s wedding
incorrect,To have their daily exercise
incorrect,To see Elsa’s magic power
question-tags

question-text,Why did Elsa make the ice wall?
incorrect,Because Elsa thought the ice wall was very cool
correct,Because Anna asked many questions and made Elsa frustrating
incorrect,Because Elsa wanted to play with Anna on the ice wall
incorrect,"Because it was very hot in the room, and they needed some ice to cool it down"
question-tags

question-text,What was other people’s attitudes when they saw Elsa made the ice wall?
incorrect,They thought Elsa was a good queen
correct,"They thought Elsa was a monster, and they were scared"
incorrect,They thought Elsa and Anna were good sisters
incorrect,"They thought Elsa had magic, and they were very impressed"
question-tags

question-text,How did Anna feel when Elsa made the ice wall?
incorrect,She was quite calm
correct,She was curious and worried about Elsa
incorrect,She was excited to see the ice wall
incorrect,She didn’t care about Elsa
question-tags

question-text,Why did Elsa run away?
incorrect,Because she wanted to pass the queen to Anna
incorrect,"Because she was so tired, and wanted to take a nap"
correct,Because she felt guilty since she didn’t control the power
incorrect,Because she wanted to tell the good news to her parents
question-tags

question-text,"From this scene, what is Elsa’s personality?"
incorrect,Patient
incorrect,Sociable
incorrect,Outgoing
correct,Cautious
question-tags

end of quiz

clip-title,Coco
description
thumbnail
img
src,https://www.youtube.com/embed/q7Obu80cOt4?start=4&end=91
clip-tags

question-text,What is true for the relationship between the boy and mama Coco?
incorrect,The boy doesn’t want to talk with Mama Coco
correct,Mama Coco cannot remember the boy’s name
incorrect,Mama Coco cannot eat any fruits
incorrect,The boy doesn’t want to stay with Mama Coco
question-tags

question-text,What is the relationship between mama Coco and the boy’s grandma?
incorrect,Sisters
incorrect,Best friends
incorrect,Cousins
correct,Mother and daughter
question-tags

question-text,Why did the grandma interrupt the boy during the meal?
incorrect,Because she wanted the boy to sing a song before the meal
incorrect,Because she didn’t want the boy talk with mama Coco
correct,Because she wanted the boy to finish the meal
incorrect,Because she wanted mama Coco to eat first
question-tags

question-text,What does the grandma’s think of music?
incorrect,"She doesn’t like music, but allow the boy to learn some music"
incorrect,"She is a musician, and she loves music"
correct,She doesn’t allow any music in or near the house
incorrect,She wants the body to become a musician
question-tags

question-text,What does the boy think of music?
incorrect,He doesn’t like music because he’s not allowed to play
incorrect,He hates music
correct,He loves music
incorrect,He has no feeling about music
question-tags

question-text,"From this scene, what is the boy’s personality?"
correct,Sociable
incorrect,Thoughtful
incorrect,Dominant
incorrect,Cautious
question-tags

end of quiz

clip-title,Storks (2016)
description
thumbnail
img
src,https://www.youtube.com/embed/kzZQYnvw-6E?start=0&end=78
clip-tags

question-text,What were the wolves doing at the beginning of the scene?
incorrect,Solving math problems with alpha and beta
incorrect,Fighting to become the leader of their group
incorrect,Fighting to see who will die today
correct,Fighting to see who can eat the baby
question-tags

question-text,Why did the two leading wolves stop fighting with each other?
correct,The baby laughed
incorrect,Because they decided to fight outside
incorrect,Because they decided to eat the baby
incorrect,Because one of them already lost
question-tags

question-text,How did the other wolves feel when the baby laughed?
correct,Happy
incorrect,Nervous
incorrect,Angry
incorrect,Sad
question-tags

question-text,"When the two leading wolves said they would devour the baby, what did they mean?"
incorrect,They were going to devour the baby
incorrect,They were going to eat the baby gently
correct,They were bluffing and they wouldn’t actually hurt the baby
incorrect,They were going to continue fighting and eat the baby
question-tags

question-text,What did the wolves decide to do at the end?
incorrect,They decided to give the baby back to the parents
incorrect,They would eat the baby together
incorrect,"They would kill the baby, and use it to decorate their home"
correct,They decided that the baby was one of them and they would protect it
question-tags

question-text,What are the other wolves’ attitude towards the decision?
incorrect,No opinion
incorrect,Swing
incorrect,Disagree
correct,Agree
question-tags

end of quiz

clip-title,Hotel Transylvania 2
description
thumbnail
img
src,https://www.youtube.com/embed/KozzQVE3ZRI?start=11&end=47
clip-tags

question-text,How did the girl feel when she could choose from all kinds of chips?
incorrect,Calm
incorrect,Sad
incorrect,Worried
correct,Happy and excited
question-tags

question-text,"When the boy said “I don’t know if we have time”, what did he mean?"
incorrect,He wanted to go home to sleep
incorrect,He wanted to try all 48 flavors but was worried about time
incorrect,He didn’t know when the store would be closed
correct,He didn’t know whether the time was enough to try all flavors of slurpee
question-tags

question-text,How did the girl feel when she knew the store opens all night?
correct,Very Excited
incorrect,Calm
incorrect,Disappointed
incorrect,Exhausted
question-tags

question-text,How did the boy feel when he knew the store opens all night?
correct,Calm
incorrect,Excited
incorrect,Angry
incorrect,Sad
question-tags

question-text,What is the operation hour of the store?
incorrect,8:00am-10:00pm
incorrect,Only at night
incorrect,Only on weekdays
correct,24/7
question-tags

question-text,"From this scene, what is the cashier’s personality?"
incorrect,Aggressive
incorrect,Outgoing
incorrect,Brave
correct,Patient
question-tags

end of quiz

clip-title,Incredibles 2
description
thumbnail
img
src,https://www.youtube.com/embed/h5lJTcChkoA?start=95&end=181
clip-tags

question-text,What were they doing at the beginning of the scene?
incorrect,The racoon wanted to eat the baby
incorrect,They were playing with each other for fun
incorrect,The baby wanted to kill the racoon
correct,The baby wanted to show off his super power
question-tags

question-text,Why did the baby use the laser to cut down the umbrella stand?
incorrect,Because he didn’t like the current umbrella
incorrect,Because he wanted to wake his father up
incorrect,Because he wanted to destroy the backyard
correct,Because he wanted to get the racoon down
question-tags

question-text,How did the father feel when he saw the baby flighting with the racoon?
correct,Worried
incorrect,Proud
incorrect,Sad
incorrect,Calm
question-tags

question-text,How did the racoon feel when the baby’s father showed up?
correct,Relieved
incorrect,Sad
incorrect,Worried
incorrect,Calm
question-tags

question-text,How did the father feel when he saw the baby using power?
incorrect,Calm
incorrect,Sad
correct,Proud
incorrect,Worried
question-tags

question-text,How did the baby feel when the father knew his power?
correct,Happy and excited
incorrect,Sad
incorrect,Worried
incorrect,Calm
question-tags

end of quiz

clip-title,The Croods
description
thumbnail
img
src,https://www.youtube.com/embed/dP94CPkCmVU?start=0&end=49
clip-tags

question-text,Why were they screaming at the beginning of the scene?
incorrect,Because they were hungry and going to die
incorrect,Because their enemy buried a trip for them
correct,Because their feet were scratched by the pointy rocks
incorrect,Because they were excited to find a new kingdom
question-tags

question-text,Why did the grandma ignore the warning from the previous two guys?
incorrect,Because she wore shoes so it wouldn’t hurt
incorrect,Because the rocks don’t hurt women
correct,Because she didn’t believe in the previous two guys
incorrect,Because the rocks don’t hurt old people
question-tags

question-text,How did everybody feel when they wore the new shoes?
incorrect,They didn’t believe the shoes would help
incorrect,They didn’t like the shoes because it hurt
incorrect,They were excited to find these comfortable shoes
correct,They were not used to wearing the shoes
question-tags

question-text,Why did the boy say “good fish” when he wore them?
incorrect,He didn’t believe that wearing shoes would work
incorrect,He likes fish very much
incorrect,He was worried that the fish would run away
correct,He didn’t want the fish to bite him
question-tags

question-text,Why was the girl screaming at the end?
incorrect,She was shocked that she lost her feet
correct,She was excited about the new shoes
incorrect,She was angry at the boy because the shoes were not comfortable
incorrect,She felt painful because her feet hurt
question-tags

question-text,How did the boy feel when the girl was screaming?
incorrect,He was sad because the shoes didn’t fit
incorrect,He was pretty calm like nothing happened
correct,He was worried about whether the shoes fit the girl
incorrect,He was pretty happy that the girl liked the shoes
question-tags

end of quiz

clip-title,Flipped (2010)
description
thumbnail
img
src,https://www.youtube.com/embed/qWGdNg5ZJUk?start=0&end=92
clip-tags

question-text,What was the boy thinking at the beginning of the scene?
incorrect,He wanted to know what was inside the other boy Eddie’s basket
incorrect,He wanted to have lunch with the other girl Sherry
correct,He wanted the girl Julie to win the bid on him
incorrect,He wanted to know Eddie’s hobbies
question-tags

question-text,How did the boy feel when Julie bid on the other boy Eddie?
incorrect,Calm like nothing happened
incorrect,Relieved that Julie couldn’t bid on him
incorrect,Happy for Eddie
correct,Confused and a little bit angry
question-tags

question-text,Why didn’t the boy Bryce come to the stage when he was called?
incorrect,Because he didn’t hear the teacher at the first time
incorrect,Because his leg hurt and he could not move
incorrect,Because he was very shy
correct,Because his mind was somewhere else
question-tags

question-text,How did the teacher feel when Sherry bad $50 on Bryce?
correct,Thrilled
incorrect,Nervous
incorrect,Calm
incorrect,Sad
question-tags

question-text,How did the boy Bryce feel when Sherry bad $50 on him?
incorrect,Very angry that Julie didn’t bid on him
correct,Complicated
incorrect,Very happy that he beat the all-time record
incorrect,Excited that he could have lunch with the hottest girl in the school
question-tags

question-text,How did the girl Julie feel when Sherry bad $50 on Bryce?
correct,Disappointed that she was not the one to win the bid
incorrect,Happy for both of them
incorrect,Angry that she didn’t have enough money
incorrect,Calm like nothing happened
question-tags

end of quiz

clip-title,Friends Season 2
description
thumbnail
img
src,https://www.youtube.com/embed/DkSMrI86NWk?start=0&end=60
clip-tags

question-text,"What happened between Joey, Chandler and Richard?"
incorrect,They bought a car together
correct,"They had lunch together, and just got back "
incorrect,Joey and Chandler stole Richard’s money
incorrect,Joey and Chandler made a fool of Richard
question-tags

question-text,How did Joey and Chandler feel about Richard?
incorrect,They had no feeling about Richard because they just knew him
incorrect,They didn’t like Richard since he was rich
correct,They liked Richard and thought he was very cool
incorrect,They didn’t like Richard because he didn’t bought them the car
question-tags

question-text,How did Richard’s girlfriend feel when Joey and Chandler talked about Richard?
correct,Happy
incorrect,Angry
incorrect,Calm
incorrect,Awkward
question-tags

question-text,"When Chandler said “I think they get it”, what does he mean? "
incorrect,He was very hungry and wanted to eat dinner immediately
incorrect,He didn’t want to talk with Joey anymore
correct,He thought their friend already got the idea
incorrect,He didn’t like Joey
question-tags

question-text,How did Joey and Chandler feel when Richard arrived?
incorrect,Nervous
incorrect,Upset
incorrect,Calm
correct,Excited
question-tags

question-text,"When Richard arrived, why did Joey give him the money?"
correct,To show that he already knew the tips trick
incorrect,To give Richard the tips for parking
incorrect,To return Richard’s money back
incorrect,To let Richard buy him the dinner
question-tags

end of quiz

clip-title,The Devil Wears Prada
description
thumbnail
img
src,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
clip-tags

question-text,What is the relationship between Emily and Miranda?
incorrect,Emily is Miranda’s boss
incorrect,Emily is Miranda’s second assistant
incorrect,Emily is Miranda’s daughter
correct,Emily is Miranda’s first assistant
question-tags

question-text,Why did Emily panic when she got the text?
incorrect,Because Emily’s boyfriend dumped her
incorrect,Because Emily’s mother was in danger
correct,Because Miranda was going back earlier than planned
incorrect,Because Miranda was going to fire her
question-tags

question-text,What does Emily think of Andrea?
incorrect,Ugly and fat
correct,"Hopeless, and knows nothing about fashion"
incorrect,Energetic
incorrect,Smart and hard-working
question-tags

question-text,Why did Miranda want to interview Andrea?
incorrect,Because Andrea is smart
incorrect,Because Miranda needed an assistant urgently
incorrect,Because Andrea is a fashion girl
correct,"Because Emily messed up with the previous interviews, so Miranda wanted to interview Andrea by herself"
question-tags

question-text,How did Miranda feel about Andrea at the end of the scene?
correct,She was interested in Andrea
incorrect,She didn’t believe Andrea could be a good assistant
incorrect,She wanted Andrea to get out of there
incorrect,She didn’t want to talk with Andrea
question-tags

question-text,How did Andrea feel at the end of the scene?
incorrect,She wanted to leave the building
incorrect,She was angry
incorrect,She was confident about the interview
correct,She didn’t think she could pass the interview
question-tags

end of quiz

clip-title,Akeelah and the Bee
description
thumbnail
img
src,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
clip-tags

question-text,What is the relationship between the man and the girl?
incorrect,Friends
incorrect,Father and daughter
incorrect,Employer and employee
correct,Teacher and student
question-tags

question-text,What does the man do for a living?
correct,Gardening
incorrect,Nothing
incorrect,Trunk driving
incorrect,Teaching class at school
question-tags

question-text,Why did the man ask the girl to spell “staphylococci”?
incorrect,To convince the girl to give up
correct,To test the girl’s spelling skills
incorrect,To prove the girl has a poor vocabulary
incorrect,To make fun of the girl
question-tags

question-text,What did the girl think about knowing all the winning words?
incorrect,She decided to work hard to remember all the winning words
incorrect,She didn’t believe anything the man said
correct,She didn’t think it is necessary
incorrect,She didn’t want to join the competition
question-tags

question-text,"Why did the man suddenly get upset, and asked the girl to leave?"
incorrect,"He was hungry, and wanted to eat lunch right away"
incorrect,He felt ill and didn’t want the girl to know
incorrect,He needed to finish his garden work
correct,He was disappointed at the girl’s attitude
question-tags

question-text,What was the girl thinking before she left the garden?
incorrect,She was excited to study alone
correct,She wanted to prove that she could memorize all the words
incorrect,She was sad to leave
incorrect,She hated the man
question-tags

end of quiz

clip-title,Devile Wears Prada You Think This Has Nothing to Do with You
description
thumbnail
img
src,https://www.youtube.com/embed/vRP9ShmQrog?start=5&end=166
clip-tags

question-text,How did Miranda feel at the beginning of the scene?
incorrect,Happy
incorrect,Bored
correct,Disappointed
incorrect,Calm
question-tags

question-text,Why did Andrea laugh at them?
correct,Because she thought the two belts were pretty much the same
incorrect,Because she thought they were funny
incorrect,Because she didn’t like all the people there
incorrect,Because she was thinking of a joke
question-tags

question-text,How did Miranda feel when Andrea said “this stuff”?
incorrect,Relaxed
correct,Unbelievable
incorrect,Excited
incorrect,Bored
question-tags

question-text,What was Miranda’s opinion on Andrea’s dressing style?
incorrect,She didn’t like the color blue
incorrect,She thought Andrea had her own style
correct,She didn’t think Andrea had a feeling for fashion
incorrect,She didn’t think the style fit for Andrea
question-tags

question-text,How did the other people in this scene feel when Miranda gave the lecture to Andrea?
incorrect,Bored
incorrect,Excited
incorrect,Calm
correct,Nervous
question-tags

question-text,"From this scene, what is Miranda’s personality?"
incorrect,Cautious
correct,Dominant
incorrect,Friendly
incorrect,Patient
question-tags

end of quiz

clip-title,Ratatouille: Chef Linguini Scene
description
thumbnail
img
src,https://www.youtube.com/embed/zZBchvH0ZH0?start=50&end=70
clip-tags

question-text,Who is the villain in the scene?
incorrect,The other chef
incorrect,The rat
correct,The head chef
incorrect,Chef Linguini
question-tags

question-text,Who is the sidekick?
incorrect,The rat
incorrect,Chef Linguini
incorrect,The head chef
correct,The other chef
question-tags

end of quiz

clip-title,Finding Nemo: Offspring meets Jelly Man
description
thumbnail
img
src,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
clip-tags

question-text,What is the relationship between Squirt (Offspring) and the larger turtle (Crush)
correct,Father and Son
incorrect,No connection
incorrect,Friends
incorrect,Brothers
question-tags

question-text,What feeling does Crush display?
incorrect,Love
correct,Pride
incorrect,Disappointment
incorrect,Anger
question-tags

question-text,What feeling does Squirt display?
correct,Excitement
incorrect,Stress
incorrect,Sadness
incorrect,Worry
question-tags

question-text,What kind of impression does Crush generally display through his tone and words?
incorrect,Worrisome
correct,Easygoing
incorrect,Strict
incorrect,Sympathetic
question-tags

question-text,What is the best description of the current relationship between Jellyman and Crush?
incorrect,Siblings
correct,New friends
incorrect,Strangers
incorrect,Enemies
question-tags

question-text,What feeling does Jellyman best convey?
incorrect,Annoyance
correct,Confusion
incorrect,Happiness
incorrect,Sleepy
question-tags

question-text,What adjective best describes Squirt’s reaction to Jellyman?
correct,Friendliness
incorrect,Sarcasm
incorrect,Standoffish
incorrect,Awkwardness
question-tags

question-text,What emotion does Jellyman display after hearing Crush talk about little
incorrect,Confusion
incorrect,Excitement
incorrect,Uncertainty
correct,Hopefulness
question-tags

end of quiz

clip-title,Frozen: Act of True Love
description
thumbnail
img
src,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
clip-tags

question-text,What is the relationship between Ana and Elsa
incorrect,Friends
incorrect,No connection
correct,Sisters
incorrect,Mother and Daughter
question-tags

question-text,What level of feeling do the crowds of people display after Ana freezes?
incorrect,Positive feelings
correct,Negative feelings
incorrect,N/A
incorrect,N/A
question-tags

question-text,What is the relationship between Ana and Christoff?
incorrect,Siblings
incorrect,Friends
correct,Lovers
incorrect,No connection
question-tags

question-text,Why does Ana sacrifice herself for Elsa?
incorrect,Ana wants to be praised by the village.
incorrect,Ana wants to be known as a hero.
incorrect,Ana wants to make a good impression for Christoff.
correct,Ana loves Elsa.
question-tags

question-text,“An act of true love can thaw a frozen heart”. What does this imply when Elsa is hugging Ana?
correct,Elsa loves Ana back and wants her to come back to life.
incorrect,Ana and Elsa do not like each other.
incorrect,It is merely a mystery for why Ana defrosts.
incorrect,N/A
question-tags

question-text,What can we interpret from the scene about Christoff’s motives?
incorrect,He wants to rule the kingdom.
incorrect,He wants to punish Elsa.
incorrect,He loves Elsa.
correct,He loves Ana.
question-tags

question-text,What does Christoff’s facial expression tell us about how he feels towards Ana?
correct,He loves her and wants to save her.
incorrect,He does not care about Ana.
incorrect,N/A
incorrect,N/A
question-tags

question-text,"In general, what is the overall feeling of the ending of this scene?"
incorrect,Confusion and Irritation
incorrect,Sadness and Anger
correct,Happiness and Excitement
incorrect,Triumph and Victory
question-tags

end of quiz

clip-title,Christopher Robin
description
thumbnail
img
src,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
clip-tags

question-text,What word describes Christopher Robin’s reaction before turning around?
incorrect,Lonely
incorrect,Anxious
incorrect,Tired
correct,Stressed
question-tags

question-text,What word best describes Christopher Robin’s reaction when meeting Pooh?
correct,Shocked
incorrect,N/A
incorrect,Confused
incorrect,N/A
question-tags

question-text,What can we infer from Robin’s reaction to Pooh?
incorrect,He is excited
correct,He thinks that he is seeing things.
incorrect,He is worried.
incorrect,He is scared.
question-tags

question-text,Does Christopher Robin mean he has literally cracked when he says “I’ve cracked”?
incorrect,Yes
correct,No
incorrect,N/A
incorrect,N/A
question-tags

question-text,What category would you put Pooh’s reaction to Robin’s saying “I’ve cracked”?
incorrect,Pooh thinks that Robin has gone crazy.
incorrect,Pooh’s response is mean.
incorrect,Pooh agrees that Robin has cracked.
correct,Pooh responds ironically saying that he doesn’t see any physical cracks on Robin’s face
question-tags

question-text,What can we interpret from the scene about Pooh’s and Robin’s relationship?
incorrect,Robin does not like Pooh.
incorrect,Pooh is scared of Robin.
incorrect,They are enemies.
correct,They are friends.
question-tags

question-text,What can we infer about the nature of Pooh’s and Robin’s reunion ?
correct,They have not seen each other in a long time.
incorrect,Robin is not surprised that Pooh has appeared.
incorrect,N/A
incorrect,N/A
question-tags

question-text,"In general, what is the overall feeling of this scene?"
correct,Disbelief
incorrect,Excitement
incorrect,Anger
incorrect,Irritation
question-tags

end of quiz

clip-title,The Devil Wears Prada
description
thumbnail
img
src,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
clip-tags

question-text,"Throughout the scene, Andrea Sacks displays what kind of emotions?"
correct,Confusion and Intimidation
incorrect,Happiness and Excitement
incorrect,N/A
incorrect,Anger and Frustration
question-tags

question-text,Who is the Editor in Chief’s second-in-command from this scene?
correct,Nigel (man in black sweater)
incorrect,There is no second-in-command.
incorrect,Emily Charlton
incorrect,N/A
question-tags

question-text,What is the relationship between Emily Charlton and Andrea Sacks in the beginning of the scene?
incorrect,Awkward
incorrect,Hostile and uncomfortable.
correct,"Pleasant, welcoming, yet Emily thinks Andrea is not fit for the job. "
incorrect,N/A
question-tags

question-text,How do you think Andrea Sacks feels when Emily Charlton calls her hopeless?
